NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,1,0,0,0,0,0,0,0,0,1,0,0,48,320,0,8.63
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,1,11.51
0,0,0,0,0,0,0,0,0,1,1,0,1,48,8,1,18.22
0,0,0,0,0,0,0,0,0,0,1,0,1,22,320,0,14.77
0,1,0,0,0,0,0,0,0,0,1,0,0,22,160,0,10.67
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,4.31
0,1,0,0,0,0,0,1,0,0,0,0,0,22,320,0,10.05
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,2,16.03
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,9.17
0,0,0,1,0,0,1,0,0,0,0,0,0,44,8,0,19.76
0,0,0,1,0,0,0,0,1,0,0,0,0,22,320,0,7.95
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.67
0,0,0,0,0,0,0,0,1,0,0,0,1,48,8,0,13.16
0,1,0,0,0,1,1,0,0,0,0,0,0,8,160,0,4.52
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,18.35
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,0,20.27
0,0,0,1,0,0,0,1,0,0,0,0,0,8,160,0,4.74
0,0,1,0,0,0,0,1,0,0,0,0,1,22,8,1,11.53
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,14.57
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,2,4.58
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,5.53
0,1,0,0,0,0,0,0,0,0,1,0,0,44,160,0,12.76
1,0,0,0,1,0,0,0,0,0,0,0,1,44,8,0,23.06
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,7.27
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,7.22
0,0,0,0,0,0,0,0,0,1,1,0,1,22,160,0,9.65
0,1,0,0,0,0,1,0,0,0,0,0,0,22,160,0,6.33
0,0,0,0,0,0,0,0,0,0,1,0,1,48,160,0,14.15
0,0,0,1,0,0,0,0,1,0,0,0,0,22,160,0,7.95
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,2.57
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,1,3.3
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,0,8.07
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.92
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,5.51
0,0,0,0,0,0,0,0,0,0,1,0,1,48,8,0,13.16
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.47
0,0,0,0,0,1,0,0,1,0,0,0,1,8,8,0,3.82
0,1,0,0,0,0,0,1,0,0,0,0,0,48,8,0,5.3
0,0,0,0,1,0,0,0,0,0,0,0,1,44,8,0,15.28
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,1,11.42
0,0,1,0,0,0,0,0,1,0,0,0,1,44,8,1,14.63
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,8.87
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,2,6.4
0,0,0,1,1,0,0,0,0,0,0,0,0,48,8,0,10.52
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,0,7.1
1,1,0,0,0,0,0,0,0,0,1,0,0,44,320,0,11.55
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,1,13.77
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.55
0,0,0,0,0,0,0,0,0,0,1,0,1,22,160,0,9.71
0,0,0,0,0,0,0,0,0,0,1,0,1,48,160,0,14.94
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,2.67
0,0,0,0,0,0,0,1,0,0,0,0,1,44,8,2,13.76
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,12.21
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2.04
0,1,0,0,0,0,1,0,0,0,0,0,0,22,320,0,6.5
0,0,0,0,0,0,0,0,0,0,1,0,1,8,160,0,4.14
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,12.91
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,3.64
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.62
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,6.96
0,0,0,0,0,0,0,1,0,0,0,0,1,48,8,0,11.53
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,13.12
0,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,7.61
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,0,3.05
0,0,0,1,1,0,0,0,0,0,0,0,0,48,8,0,10.46
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.66
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,5.64
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,4.78
1,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2.39
0,1,0,0,0,0,0,0,0,1,1,0,0,48,8,2,5.3
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,8.9
0,1,0,0,0,0,1,0,0,0,0,0,0,8,160,0,2.55
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,0,6.39
0,1,0,0,0,0,0,1,0,0,0,0,0,48,8,0,7.03
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,1,8.12
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,5.59
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.66
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,3.31
0,0,0,0,1,0,0,0,0,0,0,0,1,8,160,0,3.8
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2.46
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,3.32
0,0,0,0,0,1,0,0,0,0,1,0,1,22,320,0,10.32
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,11.54
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,2,2.64
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,0,6.39
0,0,1,0,1,0,0,0,0,0,0,0,1,44,8,0,15.21
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,8.81
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,2,3.3
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.57
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.42
1,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,3.81
0,1,0,0,1,0,0,0,0,1,0,0,0,22,8,0,8.17
0,0,0,0,0,0,0,0,1,1,0,0,1,22,160,0,14.47
0,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,4.28
0,0,0,0,0,0,0,1,0,1,0,0,1,8,8,0,5.72
0,1,0,0,1,0,0,0,0,1,0,0,0,22,8,1,9.33
0,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,11.08
0,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,4.78
0,0,0,0,0,0,0,1,0,1,0,0,1,48,160,0,13.97
0,0,0,0,0,0,0,0,0,1,1,0,1,48,8,0,16.42
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,5.68
0,1,0,0,0,0,0,1,0,1,0,0,0,22,160,0,6.28
0,0,0,1,1,1,0,0,0,1,0,0,0,22,8,0,9.56
0,0,0,0,0,0,1,0,0,1,0,0,1,22,8,0,13.37
0,0,0,0,1,0,0,0,0,1,0,0,1,48,8,0,23.9
0,0,0,1,0,0,0,0,0,1,1,0,0,48,8,0,17.59
0,1,1,0,0,0,0,1,0,1,0,0,0,8,160,0,4.19
0,1,0,0,0,0,0,0,1,1,0,0,0,48,8,0,16.1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,2,4.73
0,1,0,0,0,0,1,0,0,1,0,0,0,22,8,0,8.1
0,1,0,0,0,0,1,0,0,1,0,0,0,8,8,0,4.1
1,0,0,0,0,0,0,1,0,1,0,0,1,8,8,0,5.85
0,1,0,0,0,0,0,0,0,0,1,0,0,22,160,0,10.01
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,0,11.06
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,8.02
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,13.38
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,11.47
0,1,0,0,0,0,1,0,0,0,0,0,0,22,160,0,10.66
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,1,4.77
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,2,11.53
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,7.45
0,0,0,1,1,1,0,0,0,0,0,0,0,22,8,0,10.15
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,0,13.38
0,0,0,0,1,0,0,0,0,0,0,0,1,22,320,0,14.52
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,11.57
0,0,1,0,0,0,0,0,0,0,1,0,1,22,8,0,11.47
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,10.43
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,2,12.01
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,9.57
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,9.83
1,0,0,1,0,0,1,0,0,0,0,0,0,22,8,0,9.54
0,0,0,1,0,0,0,0,1,0,0,0,0,22,160,0,11.73
0,0,0,1,0,0,0,1,0,0,0,0,0,48,160,0,20.91
0,0,0,0,0,0,1,0,0,0,0,0,1,8,160,0,5.88
0,0,0,0,0,0,0,0,0,0,1,0,1,8,160,0,3.83
0,0,0,0,0,0,1,0,0,0,0,0,1,8,160,0,5.82
0,1,0,0,0,0,0,0,1,0,0,0,0,8,160,0,4.15
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,3.15
0,0,0,0,0,1,1,0,0,0,0,0,1,44,160,0,25.58
0,1,0,0,1,0,0,0,0,0,0,0,0,22,160,0,10.05
0,0,0,1,1,0,0,0,0,0,0,0,0,22,160,0,11.63
0,0,1,1,0,0,0,0,1,0,0,0,0,48,160,0,19.81
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,4.16
1,0,0,1,0,0,1,0,0,0,0,0,0,48,160,0,19.85
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,4.38
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,19.54
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,3.35
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,0,13.45
0,0,0,0,0,0,0,0,1,0,0,0,1,8,320,0,5.82
0,0,0,1,0,0,0,0,1,0,0,0,0,22,8,0,6.37
0,1,0,0,0,1,0,0,1,0,0,0,0,44,320,0,19.01
0,1,0,0,0,0,0,0,1,0,0,0,0,44,8,0,15.79
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,21.36
0,0,1,1,0,0,0,0,1,0,0,0,0,48,320,0,19.86
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,5.77
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,2,5.75
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,0,11.49
0,1,0,0,0,0,0,0,1,0,0,0,0,22,160,0,10.02
1,0,0,0,0,0,0,0,1,0,0,0,1,22,8,0,11.42
0,1,0,0,0,0,0,1,0,0,0,0,0,44,8,0,15.65
0,0,0,0,0,0,0,1,0,0,0,0,1,44,8,0,24.8
0,1,0,0,0,0,0,1,0,0,0,0,0,22,320,0,6.29
0,0,0,1,0,0,0,1,0,0,0,0,0,48,8,0,19.55
0,0,0,1,0,0,0,1,0,0,0,0,0,8,160,0,4.88
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,2.97
0,0,0,1,0,1,0,1,0,0,0,0,0,22,8,0,9.65
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.31
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.91
0,0,1,0,0,0,0,1,0,0,0,0,1,44,160,0,25.59
0,0,0,0,0,0,0,1,0,0,0,0,1,48,8,0,24.0
0,0,0,0,0,0,0,1,0,0,0,0,1,44,8,2,22.75
0,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,9.62
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,1,9.35
1,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,4.75
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,1,5.26
0,1,0,0,0,0,1,0,0,0,0,0,0,44,8,2,17.16
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,1,13.78
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,2,10.03
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,2,4.71
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,1,8.08
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,0,19.1
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,1,19.11
0,0,0,1,0,0,1,0,0,0,0,0,0,48,8,1,16.7
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,2,4.46
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,2,19.41
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,2,9.83
1,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,5.29
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,5.33
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,5.61
0,0,0,0,0,0,1,0,0,0,0,0,1,44,8,1,19.57
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,1,4.33
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,12.03
0,0,0,1,1,0,0,0,0,0,0,0,0,48,8,0,16.91
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,14.15
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,4.72
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,0,5.27
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,0,12.19
0,0,0,1,0,0,1,0,0,0,0,0,0,48,8,2,17.1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,4.14
1,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,26.18
0,0,0,0,0,0,1,0,0,0,0,0,1,44,8,0,15.06
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,0,11.06
0,0,0,0,0,0,1,0,0,0,0,0,1,8,320,0,5.84
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,2,11.56
0,1,0,0,0,1,1,0,0,0,0,0,0,44,8,0,10.42
0,0,0,0,0,0,1,0,0,0,0,0,1,48,8,0,20.61
0,0,0,1,0,0,1,0,0,0,0,0,0,44,8,0,18.03
0,0,1,0,0,0,1,0,0,0,0,0,1,48,160,0,23.69
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,5.7
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,2,14.32
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,0,11.87
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,9.35
1,0,0,0,0,0,1,0,0,0,0,0,1,44,8,0,20.77
0,1,0,0,0,0,0,0,1,0,0,0,0,48,8,0,6.86
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,3.46
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,2.56
0,1,0,0,1,1,0,0,0,0,0,0,0,22,8,0,5.64
0,0,0,0,0,0,1,0,0,0,0,0,1,44,8,0,14.61
0,0,0,0,1,0,0,0,0,0,0,0,1,44,320,0,16.96
0,0,0,1,0,0,0,0,0,0,1,0,0,44,320,0,14.34
0,1,1,0,0,0,0,0,0,0,1,0,0,8,160,0,2.74
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,7.21
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,2,6.3
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,0,9.48
0,1,0,0,0,0,0,0,0,0,1,0,0,44,160,0,10.18
1,1,0,0,0,0,0,0,0,0,1,0,0,22,160,0,6.14
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,5.82
0,0,0,1,0,0,0,0,0,0,1,0,0,22,160,0,8.36
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,5.49
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,5.25
0,0,0,0,1,0,0,0,0,0,0,0,1,44,8,1,21.69
0,0,0,1,0,0,1,0,0,0,0,0,0,44,320,0,17.5
0,0,1,1,0,0,0,0,1,0,0,0,0,8,8,1,4.25
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,0,21.16
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,2,20.76
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,12.6
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,1,3.66
1,1,0,0,0,0,0,0,0,0,1,0,0,48,320,0,10.46
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,3.56
0,0,0,0,0,1,0,0,0,0,1,0,1,8,160,0,6.17
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,5.26
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,4.25
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,2,4.59
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,1,5.3
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,4.69
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,2,3.88
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,5.51
0,1,0,0,0,0,0,0,0,0,1,0,0,8,320,0,4.22
1,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,4.08
0,1,0,0,0,1,0,0,0,0,1,0,0,8,8,0,2.36
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.74
0,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,8.09
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,7.23
0,0,1,0,1,0,0,0,0,0,0,0,1,48,8,0,13.41
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,0,6.95
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,2,6.68
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,8.94
0,1,0,0,0,0,1,0,0,0,0,0,0,44,8,0,10.03
1,0,0,0,0,0,0,0,0,0,1,0,1,48,8,1,11.52
0,0,0,1,0,1,0,1,0,0,0,0,0,44,320,0,22.0
0,0,1,1,1,1,0,0,0,0,0,0,0,8,8,0,4.68
0,0,0,0,0,1,0,0,0,0,1,0,1,8,8,0,5.55
0,1,0,0,1,1,0,0,0,0,0,0,0,8,320,0,5.42
1,0,0,0,0,1,0,0,0,0,1,0,1,8,320,0,6.79
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,0,20.62
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,4.27
0,0,1,0,0,0,1,0,0,0,0,0,1,44,8,0,22.52
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,3.71
1,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,11.09
0,0,0,1,1,0,0,0,0,0,0,0,0,44,320,0,22.16
0,0,1,1,1,0,0,0,0,0,0,0,0,48,320,0,21.32
0,0,0,1,1,0,0,0,0,0,0,0,0,22,8,0,11.59
0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,2,5.49
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,8.02
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,4.3
1,0,0,1,1,0,0,0,0,0,0,0,0,44,8,0,17.55
0,0,1,1,0,0,0,1,0,0,0,0,0,8,8,0,4.27
0,0,0,1,1,0,0,0,0,0,0,0,0,44,8,0,21.85
0,0,0,1,0,0,0,0,0,0,1,0,0,48,8,2,17.32
0,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,17.68
1,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,19.36
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,0,5.71
0,0,1,0,0,0,0,0,0,0,1,0,1,48,8,2,20.89
0,0,1,1,1,0,0,0,0,0,0,0,0,48,8,0,15.42
0,1,1,0,0,0,0,0,1,0,0,0,0,44,160,0,18.55
1,0,1,1,0,0,1,0,0,0,0,0,0,44,8,0,19.11
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,4.44
1,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,14.44
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,2,3.9
1,1,0,0,0,0,1,0,0,0,0,0,0,22,8,2,10.22
0,1,0,0,0,0,0,0,1,0,0,0,0,48,8,0,11.87
1,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,7.94
1,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,4.25
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.28
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,0,3.53
1,0,1,0,0,1,1,0,0,1,0,1,1,48,160,0,13.41
1,0,1,0,0,1,1,0,0,1,0,1,1,48,320,0,14.0
1,0,1,0,0,1,1,0,0,1,0,1,1,8,160,0,4.14
1,0,1,0,0,1,0,0,0,1,1,1,1,48,320,0,14.91
1,0,1,1,0,1,1,0,0,1,0,1,0,44,160,0,12.83
1,0,1,1,0,1,0,0,0,1,1,1,0,8,320,0,4.16
1,0,1,0,1,1,0,0,0,1,0,0,1,8,320,0,4.88
1,0,1,1,0,1,0,0,0,1,1,1,0,8,160,0,3.49
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,3.54
1,0,1,1,1,0,0,0,0,1,0,1,0,8,8,0,2.94
1,0,1,0,1,1,0,0,0,1,0,1,1,22,160,0,9.87
1,0,1,0,1,1,0,0,0,1,0,1,1,22,8,0,8.81
1,0,1,1,0,1,0,1,0,1,0,1,0,22,160,0,7.63
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.88
1,0,1,0,0,1,0,0,0,1,1,1,1,8,160,0,6.7
1,0,1,0,0,0,1,0,0,1,0,1,1,22,8,0,8.57
1,1,1,0,0,1,0,0,0,1,1,1,0,44,320,0,10.92
1,0,1,0,1,1,0,0,0,1,0,1,1,48,160,0,13.32
1,1,1,0,1,1,0,0,0,1,0,1,0,8,320,0,3.54
1,1,1,0,0,1,0,0,0,1,1,1,0,48,8,0,6.48
1,0,1,0,0,1,0,0,0,1,1,1,1,8,320,0,4.78
1,0,1,1,1,1,0,0,0,1,0,1,0,22,8,0,6.89
1,0,1,0,0,1,0,1,0,1,0,1,1,44,320,0,16.11
1,0,1,1,0,1,0,1,0,1,0,1,0,8,160,0,3.5
1,1,1,0,0,1,1,0,0,1,0,1,0,48,160,0,7.65
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,9.26
1,0,1,0,0,1,0,0,1,1,0,1,1,44,160,0,18.3
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.27
1,0,1,1,0,1,0,0,0,1,1,1,0,22,320,0,8.27
1,1,1,0,1,0,0,0,0,1,0,1,0,44,8,0,9.08
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,3.51
1,0,1,1,0,1,1,0,0,1,0,1,0,48,8,0,9.98
1,1,1,0,1,1,0,0,0,1,0,1,0,48,160,0,7.14
1,0,0,0,0,1,0,0,1,1,0,1,1,8,8,0,3.45
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,3.05
1,0,1,1,0,1,0,0,1,1,0,1,0,48,160,0,10.76
1,0,1,0,0,1,0,0,0,1,1,1,1,44,320,0,16.07
0,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.82
1,1,1,0,0,1,1,0,0,1,0,1,0,8,320,0,3.56
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,9.18
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.32
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,6.91
1,0,1,1,1,1,0,0,0,1,0,1,0,48,8,0,10.66
1,0,1,0,1,1,0,0,0,1,0,1,1,44,320,0,17.15
1,0,1,1,1,1,0,0,0,1,0,0,0,8,320,0,4.21
1,1,1,0,0,1,1,0,0,1,0,1,0,48,8,0,6.83
1,0,1,1,1,1,0,0,0,1,0,1,0,48,8,0,9.98
1,0,1,1,1,1,0,0,0,1,0,1,0,22,8,0,6.89
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,3.5
1,0,1,0,1,1,0,0,0,1,0,1,1,22,160,0,9.34
1,1,1,0,0,1,0,1,0,1,0,1,0,44,320,0,10.44
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,3.07
1,0,1,1,0,1,0,1,0,1,0,1,0,8,320,0,4.16
1,1,1,0,0,1,0,0,0,1,1,1,0,48,160,0,12.2
1,0,1,1,0,0,1,0,0,1,0,1,0,44,8,0,12.32
1,1,1,0,1,1,0,0,0,1,0,1,0,22,160,0,5.83
1,0,1,1,0,1,1,0,0,1,0,1,0,22,160,0,8.06
1,0,1,0,1,1,0,0,0,1,0,1,1,48,320,0,14.01
1,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,4.32
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,4.17
1,0,1,1,1,1,0,0,0,0,0,1,0,8,320,0,4.13
1,0,1,0,0,1,0,0,0,1,1,1,1,8,320,0,4.82
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.44
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.89
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,3.53
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.29
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.89
1,0,1,1,0,1,0,0,0,1,1,1,0,48,320,0,11.33
1,0,1,1,0,1,0,0,0,1,1,1,0,22,8,0,9.24
1,1,1,0,0,1,0,0,0,1,1,1,0,44,320,0,10.4
1,0,1,1,0,1,0,1,0,1,0,1,0,48,320,0,11.34
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,1.99
1,0,1,1,0,1,0,0,1,1,0,1,0,22,160,0,7.54
1,1,1,0,0,1,0,0,0,1,1,1,0,22,160,0,5.89
1,0,0,0,1,1,0,0,0,1,0,1,1,48,320,0,14.11
1,0,1,0,1,1,0,0,0,1,0,1,1,8,160,0,4.14
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,5.86
1,0,1,0,1,1,0,0,0,1,0,1,1,44,320,0,16.14
1,0,1,0,1,1,0,0,0,1,0,1,1,8,320,0,4.76
0,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,3.53
1,0,1,0,0,1,0,0,0,1,1,1,1,22,320,0,10.57
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.83
1,0,1,0,0,1,0,0,0,1,1,1,1,44,320,0,16.16
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.91
1,1,1,0,0,1,0,0,0,1,1,1,0,22,320,0,6.62
1,0,1,1,1,1,0,0,0,1,0,0,0,22,8,0,7.23
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.88
1,0,1,0,0,1,0,0,0,1,1,1,1,44,160,0,15.43
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.87
1,0,1,0,0,0,0,0,0,1,1,1,1,22,8,2,8.48
1,0,1,0,0,1,0,0,0,1,1,1,1,22,320,0,9.92
